trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
21,FALSE,"{'a': 0.01, 'e': 0.9780309147241483}",20,0,-107.1384738,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
22,FALSE,"{'a': 0.01, 'e': 0.9758974493306055}",25,2,-84.10850733,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 1}",1
23,FALSE,"{'a': 0.01, 'e': 0.9736663950053749}",20,0,-100.9876382,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
24,FALSE,"{'a': 0.01, 'e': 0.9713379748520297}",25,13,-5.63540488,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
25,FALSE,"{'a': 0.01, 'e': 0.9689124217106447}",25,0,-167.3541366,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
26,FALSE,"{'a': 0.01, 'e': 0.9663899781345132}",20,0,-9.631581549,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
27,FALSE,"{'a': 0.01, 'e': 0.9637708963658905}",25,0,-208.1966169,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
28,FALSE,"{'a': 0.01, 'e': 0.9610554383107709}",25,0,-115.9523246,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
29,FALSE,"{'a': 0.01, 'e': 0.9582438755126972}",20,0,-272.5923006,"{0: 8, 1: 2, 2: 3, 3: 2, 4: 5}",0
30,FALSE,"{'a': 0.01, 'e': 0.955336489125606}",25,0,-126.6155588,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
31,FALSE,"{'a': 0.01, 'e': 0.9523335698857134}",20,0,-58.76084626,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
32,FALSE,"{'a': 0.01, 'e': 0.9492354180824408}",30,5,-65.34675849,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
33,FALSE,"{'a': 0.01, 'e': 0.946042343528387}",20,0,-35.6249716,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
34,FALSE,"{'a': 0.01, 'e': 0.9427546655283462}",25,0,-73.32657892,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
35,FALSE,"{'a': 0.01, 'e': 0.9393727128473789}",25,0,-145.9066792,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
36,FALSE,"{'a': 0.01, 'e': 0.9358968236779348}",20,3,-120.3658169,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
37,FALSE,"{'a': 0.01, 'e': 0.9323273456060345}",25,9,-87.21088431,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 1}",1
38,FALSE,"{'a': 0.01, 'e': 0.9286646355765102}",20,0,-132.5123984,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
39,FALSE,"{'a': 0.01, 'e': 0.9249090598573131}",25,0,-103.0211929,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
40,FALSE,"{'a': 0.01, 'e': 0.9210609940028851}",30,2,-97.77810905,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 0}",1
41,FALSE,"{'a': 0.01, 'e': 0.9171208228166051}",25,0,-239.2827117,"{0: 11, 1: 5, 2: 3, 3: 2, 4: 4}",0
42,FALSE,"{'a': 0.01, 'e': 0.9130889403123083}",20,0,-202.9724512,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 4}",0
43,FALSE,"{'a': 0.01, 'e': 0.9089657496748851}",20,0,-37.22866511,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
44,FALSE,"{'a': 0.01, 'e': 0.9047516632199635}",25,0,-23.14301759,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
45,FALSE,"{'a': 0.01, 'e': 0.9004471023526769}",20,0,-109.5228132,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
46,FALSE,"{'a': 0.01, 'e': 0.8960524975255253}",20,10,-52.09522445,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
47,FALSE,"{'a': 0.01, 'e': 0.8915682881953289}",20,0,-66.39621373,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
48,FALSE,"{'a': 0.01, 'e': 0.8869949227792842}",25,0,-97.31484699,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
49,FALSE,"{'a': 0.01, 'e': 0.8823328586101216}",25,0,-177.7011157,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
50,FALSE,"{'a': 0.01, 'e': 0.8775825618903728}",25,0,-155.5337099,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
51,FALSE,"{'a': 0.01, 'e': 0.8727445076457513}",20,12,-10.84815975,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
52,FALSE,"{'a': 0.01, 'e': 0.8678191796776499}",20,0,-182.9083206,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
53,FALSE,"{'a': 0.01, 'e': 0.862807070514761}",20,0,-118.8836383,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
54,FALSE,"{'a': 0.01, 'e': 0.8577086813638242}",20,0,-39.13504861,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
55,FALSE,"{'a': 0.01, 'e': 0.8525245220595057}",30,10,-68.3589502,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",1
56,FALSE,"{'a': 0.01, 'e': 0.8472551110134161}",30,0,-135.7544584,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
57,FALSE,"{'a': 0.01, 'e': 0.8419009751622687}",20,10,-23.96751365,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
58,FALSE,"{'a': 0.01, 'e': 0.8364626499151869}",30,12,-24.550079,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
59,FALSE,"{'a': 0.01, 'e': 0.8309406791001634}",20,13,-20.01720079,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
60,FALSE,"{'a': 0.01, 'e': 0.8253356149096783}",20,7,-22.75690449,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
61,FALSE,"{'a': 0.01, 'e': 0.8196480178454795}",20,0,-51.13844244,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
62,FALSE,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-68.80310303,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
63,FALSE,"{'a': 0.01, 'e': 0.8080275083121519}",25,0,-119.8688536,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
64,FALSE,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-51.07082169,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
65,FALSE,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-101.1050402,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
66,FALSE,"{'a': 0.01, 'e': 0.7899922314973651}",25,0,-73.27574374,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
67,FALSE,"{'a': 0.01, 'e': 0.7838216658808492}",20,4,-65.48133553,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
68,FALSE,"{'a': 0.01, 'e': 0.7775727187509279}",20,13,12.51878459,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,FALSE,"{'a': 0.01, 'e': 0.7712460149971065}",20,0,-219.3546141,"{0: 11, 1: 1, 2: 1, 3: 3, 4: 4}",0
70,FALSE,"{'a': 0.01, 'e': 0.7648421872844884}",20,2,-75.95353608,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
71,FALSE,"{'a': 0.01, 'e': 0.7583618759905082}",20,0,-34.94250715,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
72,FALSE,"{'a': 0.01, 'e': 0.751805729140895}",25,0,-187.1916754,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
73,FALSE,"{'a': 0.01, 'e': 0.7451744023448704}",25,14,-76.04139686,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
74,FALSE,"{'a': 0.01, 'e': 0.7384685587295879}",20,0,-75.56289689,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
75,FALSE,"{'a': 0.01, 'e': 0.7316888688738209}",25,0,-69.84752885,"{0: 14, 1: 9, 2: 0, 3: 2, 4: 0}",0
76,FALSE,"{'a': 0.01, 'e': 0.7248360107409052}",20,13,-28.38631666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
77,FALSE,"{'a': 0.01, 'e': 0.7179106696109434}",25,7,-27.09177912,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
78,FALSE,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-126.1056272,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
79,FALSE,"{'a': 0.01, 'e': 0.7038453156522362}",20,0,1.267509078,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
80,FALSE,"{'a': 0.01, 'e': 0.6967067093471655}",25,6,-20.85376792,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
81,FALSE,"{'a': 0.01, 'e': 0.6894984329517471}",30,0,-62.76169751,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
82,FALSE,"{'a': 0.01, 'e': 0.6822212072876136}",35,16,-16.84319315,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 0}",1
83,FALSE,"{'a': 0.01, 'e': 0.6748757600712672}",20,0,-16.87466185,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
84,FALSE,"{'a': 0.01, 'e': 0.6674628258413082}",20,13,-37.12079301,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
85,FALSE,"{'a': 0.01, 'e': 0.6599831458849822}",20,16,7.410551774,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,FALSE,"{'a': 0.01, 'e': 0.6524374681640519}",25,0,-107.3070892,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
87,FALSE,"{'a': 0.01, 'e': 0.6448265472400012}",30,0,-93.36887918,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
88,FALSE,"{'a': 0.01, 'e': 0.6371511441985802}",30,0,-51.74862079,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
89,FALSE,"{'a': 0.01, 'e': 0.6294120265736969}",30,0,-78.14909455,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
90,FALSE,"{'a': 0.01, 'e': 0.6216099682706645}",30,10,-83.46399223,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
91,FALSE,"{'a': 0.01, 'e': 0.6137457494888116}",35,8,-84.02880094,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 2}",1
